ip,mac,flag
10.64.18.215,00:01:a4:ab:9a:79,perm_remote
10.64.18.216,00:01:a4:ab:8d:6d,none
10.64.18.217,00:1a:4a:56:03:58,perm_remote
10.64.18.218,00:01:a4:ab:8d:6c,perm_remote
10.64.18.219,00:01:a4:ab:8d:6b,perm_remote
10.64.18.220,00:1a:4a:56:43:c9,perm_remote
10.64.18.221,00:01:a4:ab:14:04,none
10.64.18.222,00:1a:4a:56:02:8e,perm_remote
10.64.18.223,00:1a:4a:56:e8:00,perm_remote
10.64.18.224,00:1a:4a:56:03:5b,perm_remote
10.64.18.225,00:1a:4a:56:e8:0c,none
10.64.18.226,00:01:a4:ab:8d:81,perm_remote
10.64.18.227,00:1a:4a:56:01:d6,perm_remote
10.64.18.228,00:1a:4a:56:e8:03,none
10.64.18.230,00:01:a4:ab:8d:82,perm_remote
10.64.18.231,00:1a:4a:56:e8:04,none
10.64.18.232,00:1a:4a:56:01:d5,none
10.64.18.233,00:01:a4:ab:90:e4,perm_remote
10.64.18.234,00:1a:4a:56:03:61,none
10.64.18.235,00:1a:4a:56:43:bd,perm_remote
10.64.18.236,00:01:a4:ab:9a:77,perm_remote
10.64.18.237,00:01:a4:ab:9a:6d,none
10.64.18.238,00:1a:4a:56:e8:08,none
10.64.18.239,00:1a:4a:56:01:d7,perm_remote
10.64.18.240,00:1a:4a:56:e8:02,perm_remote
10.64.18.242,00:01:a4:ab:98:2b,none
10.64.18.243,00:01:a4:ab:8d:80,none
10.64.18.246,00:1a:4a:56:02:92,perm_remote
10.64.18.247,00:1a:4a:56:5c:a0,none
10.64.18.249,00:01:a4:ab:9a:6c,perm_remote
10.64.18.250,00:01:a4:ab:1a:14,none
10.64.18.251,00:1a:4a:56:01:d4,perm_remote
10.64.18.252,00:1a:4a:56:03:2f,perm_remote
10.64.18.253,00:1a:4a:56:18:30,none
10.64.18.254,00:1a:4a:56:e3:a9,perm_remote
10.64.18.255,00:1a:4a:56:01:d9,perm_remote
10.64.19.0,00:1a:4a:56:03:2b,perm_remote
10.64.19.1,00:1a:4a:56:e3:a4,none
10.64.19.3,00:01:a4:ab:9a:6e,none
10.64.19.4,00:1a:4a:56:e3:a3,perm_remote
10.64.19.5,00:01:a4:ab:92:be,perm_remote
10.64.19.6,00:1a:4a:56:01:db,perm_remote
10.64.19.7,00:1a:4a:56:e3:a0,none
10.64.19.8,00:1a:4a:56:03:78,none
10.64.19.9,00:1a:4a:56:01:dc,perm_remote
10.64.19.12,00:01:a4:ab:09:60,perm_remote
10.64.19.13,00:1a:4a:56:01:dd,none
10.64.19.14,00:1a:4a:56:03:88,none
10.64.19.15,00:01:a4:ab:98:1e,perm_remote
10.64.19.16,00:1a:4a:56:e3:a7,none
10.64.19.17,00:01:a4:ab:9a:73,perm_remote
10.64.19.18,00:1a:4a:56:03:83,none
10.64.19.19,00:01:a4:ab:98:20,none
10.64.19.20,00:1a:4a:56:e3:a1,perm_remote
10.64.19.21,00:1a:4a:56:03:87,none
10.64.19.22,00:01:a4:ab:98:4c,perm_remote
10.64.19.24,00:01:a4:ab:8f:f6,perm_remote
10.64.19.26,00:1a:4a:56:03:9c,none
10.64.19.28,00:01:a4:ab:1a:57,none
10.64.19.30,00:1a:4a:56:03:9f,none
10.64.19.31,00:1a:4a:56:5c:c1,perm_remote
10.64.19.32,00:1a:4a:56:02:03,perm_remote
10.64.19.33,00:01:a4:ab:f0:74,none
10.64.19.34,00:01:a4:ab:1a:54,perm_remote
10.64.19.35,00:01:a4:ab:f0:76,perm_remote
10.64.19.36,00:1a:4a:56:04:1d,none
10.64.19.38,00:1a:4a:56:a4:6c,perm_remote
10.64.19.40,00:01:a4:ab:14:0d,perm_remote
10.64.19.41,00:01:a4:ab:14:0f,none
10.64.19.42,00:1a:4a:56:02:04,perm_remote
10.64.19.43,00:1a:4a:56:02:0f,perm_remote
10.64.19.44,00:01:a4:ab:f0:4d,perm_remote
10.64.19.45,00:01:a4:ab:90:c4,perm_remote
10.64.19.46,00:1a:4a:56:a4:62,perm_remote
10.64.19.47,00:01:a4:ab:09:47,none
10.64.19.48,00:1a:4a:56:a4:5c,perm_remote
10.64.19.50,00:01:a4:ab:4e:05,none
10.64.19.51,00:01:a4:ab:91:bc,perm_remote
10.64.19.53,00:01:a4:ab:e9:f3,none
10.64.19.54,00:1a:4a:56:a4:5d,none
10.64.19.55,00:1a:4a:56:03:a6,perm_remote
10.64.19.56,00:1a:4a:56:a4:55,none
10.64.19.57,00:01:a4:ab:4e:03,none
10.64.19.58,00:01:a4:ab:9b:f0,none
10.64.19.59,00:1a:4a:56:b0:e6,none
10.64.19.60,00:01:a4:ab:e9:f4,perm_remote
10.64.19.62,00:01:a4:ab:91:ba,none
10.64.19.63,00:01:a4:ab:e9:f6,perm_remote
10.64.19.64,00:01:a4:ab:91:be,none
10.64.19.65,00:01:a4:ab:91:bb,perm_remote
10.64.19.66,00:1a:4a:56:04:1f,perm_remote
10.64.19.67,00:01:a4:ab:4e:02,perm_remote
10.64.19.68,00:01:a4:ab:09:48,perm_remote
10.64.19.69,00:1a:4a:56:5c:bb,none
10.64.19.71,00:01:a4:ab:93:70,perm_remote
10.64.19.72,00:01:a4:ab:9b:f6,perm_remote
10.64.19.73,00:01:a4:ab:93:73,perm_remote
10.64.19.74,00:01:a4:ab:e9:f9,none
10.64.19.75,00:01:a4:ab:8d:95,perm_remote
10.64.19.76,00:01:a4:ab:91:ac,perm_remote
10.64.19.77,00:1a:4a:56:03:bb,none
10.64.19.78,00:01:a4:ab:91:ad,none
10.64.19.79,00:1a:4a:56:04:3e,none
10.64.19.80,00:01:a4:ab:1a:2d,perm_remote
10.64.19.81,00:1a:4a:56:04:41,none
10.64.19.82,00:01:a4:ab:90:87,perm_remote
10.64.19.83,00:1a:4a:56:c6:e0,perm_remote
10.64.19.84,00:01:a4:ab:1a:2c,none
10.64.19.85,00:1a:4a:56:02:25,none
10.64.19.86,00:01:a4:ab:1a:2e,perm_remote
10.64.19.87,00:01:a4:ab:4e:00,perm_remote
10.64.19.88,00:01:a4:ab:09:3e,none
10.64.19.89,00:1a:4a:56:04:40,perm_remote
10.64.19.90,00:01:a4:ab:e9:ee,perm_remote
10.64.19.91,00:01:a4:ab:09:54,perm_remote
10.64.19.92,00:01:a4:ab:1a:40,none
10.64.19.94,00:01:a4:ab:90:6f,none
10.64.19.95,00:1a:4a:56:00:02,perm_remote
10.64.19.96,00:01:a4:ab:8d:39,none
10.64.19.97,00:1a:4a:56:02:37,perm_remote
10.64.19.98,00:01:a4:ab:f0:61,none
10.64.19.99,00:1a:4a:56:02:14,perm_remote
10.64.19.100,00:01:a4:ab:e9:ad,perm_remote
10.64.19.103,00:01:a4:ab:9b:e6,perm_remote
10.64.19.104,00:1a:4a:56:00:03,none
10.64.19.105,00:01:a4:ab:9b:e5,perm_remote
10.64.19.107,00:01:a4:ab:97:77,none
10.64.19.108,00:01:a4:ab:99:a0,perm_remote
10.64.19.109,00:01:a4:ab:8e:de,none
10.64.19.110,00:1a:4a:56:02:26,none
10.64.19.111,00:01:a4:ab:91:dd,none
10.64.19.112,00:01:a4:ab:99:a1,none
10.64.19.113,00:01:a4:ab:91:dc,perm_remote
10.64.19.114,00:01:a4:ab:98:92,none
10.64.19.115,00:01:a4:ab:e9:ae,perm_remote
10.64.19.116,00:1a:4a:56:04:48,perm_remote
10.64.19.118,00:1a:4a:56:00:05,perm_remote
10.64.19.120,00:01:a4:ab:e9:aa,perm_remote
10.64.19.121,00:1a:4a:56:02:64,perm_remote
10.64.19.122,00:01:a4:ab:09:09,none
10.64.19.123,00:1a:4a:56:5c:e5,perm_remote
10.64.19.124,00:1a:4a:56:00:35,perm_remote
10.64.19.125,00:01:a4:ab:f0:18,perm_remote
10.64.19.126,00:1a:4a:56:03:d0,none
10.64.19.127,00:1a:4a:56:00:36,perm_remote
10.64.19.128,00:1a:4a:56:02:94,none
10.64.19.129,00:25:b5:d3:05:8a,perm_remote
10.64.19.130,00:25:b5:d3:05:8a,perm_remote
10.64.19.131,00:25:b5:d3:05:8c,none
10.64.19.132,00:01:a4:ab:e9:b6,perm_remote
10.64.19.133,00:1a:4a:56:00:47,none
10.64.19.134,00:01:a4:ab:09:7a,none
10.64.19.135,00:25:b5:d3:05:8a,perm_remote
10.64.19.136,00:25:b5:d3:05:8c,none
10.64.19.139,00:1a:4a:56:3e:f2,perm_remote
10.64.19.140,00:1a:4a:56:3e:f5,perm_remote
10.64.19.142,00:1a:4a:56:00:00,none
10.64.19.144,00:01:a4:ab:09:7f,perm_remote
10.64.19.146,00:1a:4a:56:03:e5,perm_remote
10.64.19.150,00:1a:4a:56:43:95,none
10.64.19.152,00:01:a4:ab:09:93,none
10.64.19.153,00:01:a4:ab:00:00,perm_remote
10.64.19.154,00:1a:4a:56:03:e1,perm_remote
10.64.19.155,00:01:a4:ab:53:e7,perm_remote
10.64.19.156,00:1a:4a:56:43:97,none
10.64.19.157,00:1a:4a:56:43:96,perm_remote
10.64.19.158,00:1a:4a:56:00:43,none
10.64.19.159,00:01:a4:ab:f0:3e,none
10.64.19.160,00:1a:4a:56:04:57,perm_remote
10.64.19.161,00:01:a4:ab:97:27,none
10.64.19.162,00:25:b5:d3:05:8a,perm_remote
10.64.19.163,00:1a:4a:56:02:c5,perm_remote
10.64.19.164,00:1a:4a:56:00:69,perm_remote
10.64.19.165,00:1a:4a:56:03:ed,perm_remote
10.64.19.166,00:01:a4:ab:09:7e,perm_remote
10.64.19.168,00:1a:4a:56:03:f2,perm_remote
10.64.19.169,00:1a:4a:56:00:52,perm_remote
10.64.19.170,00:25:b5:d3:05:8c,none
10.64.19.171,00:1a:4a:56:00:6c,none
10.64.19.172,00:01:a4:ab:90:64,none
10.64.19.173,00:01:a4:ab:9b:d5,perm_remote
10.64.19.175,00:01:a4:ab:9b:d4,none
10.64.19.176,00:1a:4a:56:00:7c,none
10.64.19.177,00:01:a4:ab:09:7d,perm_remote
10.64.19.178,00:01:a4:ab:9c:04,perm_remote
10.64.19.179,00:1a:4a:56:b0:a5,perm_remote
10.64.19.180,00:01:a4:ab:9b:bc,none
10.64.19.181,00:01:a4:ab:09:7c,none
10.64.19.182,00:01:a4:ab:98:9e,perm_remote
10.64.19.183,00:1a:4a:56:00:7b,perm_remote
10.64.19.184,00:01:a4:ab:90:6b,none
10.64.19.185,00:01:a4:ab:00:08,perm_remote
10.64.19.186,00:1a:4a:56:a4:15,none
10.64.19.187,00:01:a4:ab:00:03,perm_remote
10.64.19.188,00:01:a4:ab:1a:1b,none
10.64.19.189,00:1a:4a:56:b0:e2,none
10.64.19.190,00:1a:4a:56:01:63,none
10.64.19.191,00:01:a4:ab:1a:1a,perm_remote
10.64.19.192,00:01:a4:ab:e9:e8,none
10.64.19.193,00:01:a4:ab:f0:42,perm_remote
10.64.19.194,00:1a:4a:56:01:47,none
10.64.19.195,00:1a:4a:56:02:f1,perm_remote
10.64.19.196,00:01:a4:ab:09:1a,none
10.64.19.197,00:1a:4a:56:a4:35,perm_remote
10.64.19.198,00:1a:4a:56:01:67,none
10.64.19.199,00:1a:4a:56:03:f5,perm_remote
10.64.19.200,00:1a:4a:56:01:6a,perm_remote
10.64.19.202,00:01:a4:ab:90:29,perm_remote
10.64.19.203,00:01:a4:ab:90:26,perm_remote
10.64.19.205,00:1a:4a:56:02:f4,none
10.64.19.206,00:1a:4a:56:01:69,perm_remote
10.64.19.207,00:1a:4a:56:00:a8,perm_remote
10.64.19.208,00:1a:4a:56:01:68,none
10.64.19.209,00:01:a4:ab:09:25,none
10.64.19.210,00:1a:4a:56:04:56,none
10.64.19.211,00:1a:4a:56:01:86,none
10.64.19.213,00:01:a4:ab:00:04,perm_remote
10.64.19.214,00:1a:4a:56:03:04,perm_remote
10.64.19.215,00:1a:4a:56:01:6e,perm_remote
10.64.19.216,00:1a:4a:56:01:91,none
10.64.19.217,00:01:a4:ab:00:02,none
10.64.19.218,00:1a:4a:56:00:8b,perm_remote
10.64.19.219,00:01:a4:ab:53:d4,perm_remote
10.64.19.220,00:1a:4a:56:04:00,perm_remote
10.64.19.221,00:01:a4:ab:1a:53,none
10.64.19.222,00:1a:4a:56:03:0b,perm_remote
10.64.19.224,00:01:a4:ab:9b:be,perm_remote
10.64.19.227,00:01:a4:ab:9b:bd,perm_remote
10.64.19.229,00:01:a4:ab:98:9b,none
10.64.19.230,00:1a:4a:56:04:76,none
10.64.19.231,00:01:a4:ab:90:02,perm_remote
10.64.19.233,00:01:a4:ab:90:05,none
10.64.19.235,00:01:a4:ab:90:0d,perm_remote
10.64.19.236,00:01:a4:ab:e9:ff,none
10.64.19.237,00:01:a4:ab:90:37,none
10.64.19.238,00:1a:4a:56:01:98,perm_remote
10.64.19.239,00:01:a4:ab:90:36,perm_remote
10.64.19.241,00:01:a4:ab:f0:32,perm_remote
10.64.19.242,00:01:a4:ab:90:39,perm_remote
10.64.19.244,00:01:a4:ab:09:76,none
10.64.19.245,00:1a:4a:56:03:14,perm_remote
10.64.19.246,00:01:a4:ab:09:21,none
10.64.19.248,00:01:a4:ab:96:08,perm_remote
10.64.19.250,00:01:a4:ab:9a:8b,perm_remote
10.64.19.252,00:01:a4:ab:98:0e,perm_remote
10.64.19.254,00:01:a4:ab:96:09,none
10.64.34.11,00:01:a4:ab:93:6f,none
10.64.34.55,00:01:a4:ab:9a:82,none
10.64.48.11,00:01:a4:ab:8e:ea,none
10.64.48.21,00:01:a4:ab:8e:eb,none
10.64.48.22,00:01:a4:ab:8d:d9,perm_remote
10.64.48.24,00:01:a4:ab:8e:ee,perm_remote
10.64.48.50,00:01:a4:ab:9a:7d,none
10.64.48.51,00:01:a4:ab:53:aa,perm_remote
10.64.48.52,00:01:a4:ab:92:c4,none
10.64.48.53,00:1a:4a:56:5c:15,perm_remote
10.64.48.54,00:01:a4:ab:9a:83,none
10.64.48.55,00:01:a4:ab:9c:08,perm_remote
10.64.48.58,00:01:a4:ab:90:2a,none
10.64.48.59,00:1a:4a:56:5c:07,none
10.64.48.60,00:01:a4:ab:98:52,perm_remote
10.64.48.61,00:01:a4:ab:8f:ef,none
10.64.48.63,00:1a:4a:56:e2:71,perm_remote
10.64.48.64,00:1a:4a:56:e2:57,none
10.64.48.68,00:1a:4a:56:43:b7,perm_remote
10.64.48.69,00:1a:4a:56:ea:f2,perm_remote
10.64.48.72,00:1a:4a:56:e2:4f,none
10.64.48.73,00:1a:4a:56:43:b8,perm_remote
10.64.48.74,00:1a:4a:56:e2:30,none
10.64.48.76,00:1a:4a:56:e2:31,none
10.64.48.77,00:1a:4a:56:43:b2,perm_remote
10.64.48.78,00:1a:4a:56:e8:9a,perm_remote
10.64.48.82,00:1a:4a:56:5c:89,none
10.64.48.83,00:1a:4a:56:43:c5,none
10.64.48.84,00:1a:4a:56:5c:86,none
10.64.48.87,00:1a:4a:56:a4:53,perm_remote
10.64.48.98,00:1a:4a:56:e2:53,perm_remote
10.64.48.100,00:1a:4a:56:e2:2b,perm_remote
10.64.48.102,00:1a:4a:56:ea:d9,perm_remote
10.64.48.108,00:01:a4:ab:95:a9,none
10.64.48.115,00:1a:4a:56:ea:ff,none
10.64.48.117,00:1a:4a:56:e8:06,none
10.64.48.125,00:1a:4a:56:e2:04,none
10.64.48.128,00:1a:4a:56:e2:08,perm_remote
10.64.48.133,00:1a:4a:56:e2:09,perm_remote
10.64.50.11,00:01:a4:ab:8d:f5,none
10.64.50.51,00:01:a4:ab:8d:8a,none
10.64.50.52,00:01:a4:ab:93:9b,perm_remote
10.64.50.53,00:01:a4:ab:99:d8,none
10.64.50.55,00:01:a4:ab:8d:03,none
10.64.50.56,00:01:a4:ab:53:ba,perm_remote
10.64.50.57,00:01:a4:ab:90:a6,perm_remote
10.64.50.63,00:01:a4:ab:90:b1,perm_remote
10.64.50.67,00:01:a4:ab:53:c6,perm_remote
10.64.50.68,00:01:a4:ab:95:a4,perm_remote
10.64.50.70,00:01:a4:ab:53:ab,none
10.64.50.74,00:01:a4:ab:90:af,none
10.64.50.75,00:01:a4:ab:53:bd,perm_remote
10.64.50.76,00:01:a4:ab:99:ee,perm_remote
10.64.50.78,00:01:a4:ab:8d:71,perm_remote
10.64.50.79,00:01:a4:ab:99:ac,none
10.64.50.81,00:01:a4:ab:90:e6,perm_remote
10.64.50.83,00:01:a4:ab:8d:4f,none
10.64.50.84,00:01:a4:ab:53:be,perm_remote
10.64.50.86,00:01:a4:ab:8e:ef,none
10.64.50.88,00:01:a4:ab:53:bb,none
10.64.50.89,00:01:a4:ab:8e:e5,perm_remote
10.64.50.91,00:01:a4:ab:5f:8b,perm_remote
10.64.50.101,00:1a:4a:56:3e:b4,perm_remote
10.64.50.112,00:01:a4:ab:53:d1,perm_remote
10.64.50.127,00:01:a4:ab:99:bd,perm_remote
10.64.50.136,00:01:a4:ab:53:d5,perm_remote
10.64.50.145,00:01:a4:ab:94:cf,perm_remote
10.64.50.147,00:01:a4:ab:90:1d,perm_remote
10.64.50.148,00:01:a4:ab:98:23,perm_remote
10.64.50.149,00:1a:4a:56:18:97,none
10.64.50.156,00:01:a4:ab:99:39,none
10.64.50.157,00:01:a4:ab:9a:39,perm_remote
10.64.50.159,00:01:a4:ab:98:73,perm_remote
10.64.50.161,00:01:a4:ab:98:5d,none
10.64.50.162,00:01:a4:ab:9a:9d,none
10.64.50.167,00:01:a4:ab:98:5f,perm_remote
10.64.50.170,00:01:a4:ab:96:38,perm_remote
10.64.50.172,00:01:a4:ab:91:79,perm_remote
10.64.50.174,00:01:a4:ab:98:5e,none
10.64.50.179,00:01:a4:ab:8d:d1,none
10.64.50.180,00:01:a4:ab:96:3f,perm_remote
10.64.50.183,00:01:a4:ab:9a:6b,none
10.64.50.184,00:01:a4:ab:9a:3e,perm_remote
10.64.50.188,00:01:a4:ab:9c:29,perm_remote
10.64.50.189,00:01:a4:ab:97:74,perm_remote
10.64.50.194,00:01:a4:ab:90:7f,perm_remote
10.64.50.203,00:01:a4:ab:53:ef,none
10.64.50.205,00:01:a4:ab:99:62,none
10.64.50.206,00:01:a4:ab:8d:d8,perm_remote
10.64.50.207,00:01:a4:ab:8f:e9,perm_remote
10.64.50.209,00:01:a4:ab:8d:2b,perm_remote
10.64.50.217,00:01:a4:ab:99:0c,perm_remote
10.64.50.220,00:01:a4:ab:97:22,none
10.64.50.221,00:01:a4:ab:93:47,none
10.64.50.224,00:01:a4:ab:8d:0c,none
10.64.50.226,00:01:a4:ab:8d:d3,perm_remote
10.64.50.228,00:01:a4:ab:9b:f8,perm_remote
10.64.50.229,00:01:a4:ab:53:c9,perm_remote
10.64.50.230,00:01:a4:ab:93:12,perm_remote
10.64.50.248,00:01:a4:ab:9c:81,perm_remote
10.64.50.251,00:01:a4:ab:90:80,none
10.64.50.253,00:01:a4:ab:90:81,perm_remote
10.64.50.254,00:01:a4:ab:5f:83,perm_remote
10.64.51.2,00:01:a4:ab:92:d3,perm_remote
10.64.51.3,00:1a:4a:56:18:87,none
10.64.51.8,00:01:a4:ab:9a:33,none
10.64.51.11,00:01:a4:ab:9a:44,none
10.64.51.18,00:01:a4:ab:5f:84,perm_remote
10.64.51.19,00:01:a4:ab:5f:85,none
10.64.51.33,00:01:a4:ab:8d:7f,perm_remote
10.64.51.34,00:01:a4:ab:53:b3,none
10.64.51.37,00:01:a4:ab:5f:9c,perm_remote
10.64.51.42,00:01:a4:ab:97:4b,perm_remote
10.64.51.44,00:01:a4:ab:8d:97,perm_remote
10.64.51.45,00:01:a4:ab:90:46,none
10.64.51.49,00:01:a4:ab:8d:53,none
10.64.51.50,00:1a:4a:56:18:1f,perm_remote
10.64.51.54,00:01:a4:ab:98:80,none
10.64.51.56,00:01:a4:ab:91:c0,none
10.64.51.61,00:01:a4:ab:90:3b,perm_remote
10.64.51.74,00:01:a4:ab:8d:a5,none
10.64.51.80,00:1a:4a:56:e8:67,perm_remote
10.64.51.83,00:1a:4a:56:e8:92,perm_remote
10.64.51.84,00:01:a4:ab:93:2d,perm_remote
10.64.51.87,00:01:a4:ab:93:2c,none
10.64.51.98,00:01:a4:ab:90:5b,perm_remote
10.64.51.100,00:01:a4:ab:90:5a,none
10.64.51.103,00:01:a4:ab:53:d0,perm_remote
10.64.51.119,00:01:a4:ab:8d:ba,none
10.64.51.125,00:01:a4:ab:53:e1,perm_remote
10.64.51.131,00:01:a4:ab:90:b9,perm_remote
10.64.51.135,00:01:a4:ab:92:c3,perm_remote
10.64.51.138,00:01:a4:ab:09:9c,perm_remote
10.64.51.145,00:01:a4:ab:90:00,perm_remote
10.64.51.154,00:1a:4a:56:5c:1a,perm_remote
10.64.51.161,00:01:a4:ab:90:5c,perm_remote
10.64.51.165,00:01:a4:ab:96:04,perm_remote
10.64.51.169,00:01:a4:ab:53:c3,none
10.64.51.176,00:01:a4:ab:09:9e,none
10.64.51.179,00:01:a4:ab:09:9f,perm_remote
10.64.51.182,00:01:a4:ab:9c:41,perm_remote
10.64.51.187,00:01:a4:ab:53:c4,none
10.64.51.190,00:01:a4:ab:9c:0a,perm_remote
10.64.51.192,00:1a:4a:56:5c:9e,none
10.64.51.193,00:01:a4:ab:92:e8,perm_remote
10.64.51.196,00:01:a4:ab:53:d2,perm_remote
10.64.51.201,00:01:a4:ab:5f:9a,none
10.64.51.204,00:01:a4:ab:53:ed,perm_remote
10.64.51.212,00:01:a4:ab:90:55,none
10.64.51.215,00:1a:4a:56:e1:64,perm_remote
10.64.51.220,00:1a:4a:56:e1:60,perm_remote
10.64.51.223,00:01:a4:ab:9b:af,perm_remote
10.64.51.224,00:1a:4a:56:e1:61,none
10.64.51.225,00:1a:4a:56:43:b1,none
10.64.51.227,00:01:a4:ab:90:67,perm_remote
10.64.51.236,00:01:a4:ab:98:4a,none
10.64.51.239,00:01:a4:ab:8f:f3,perm_remote
10.64.51.246,00:01:a4:ab:98:22,none
10.64.51.248,00:01:a4:ab:8f:f7,none
10.64.64.11,00:01:a4:ab:8c:27,perm_remote
10.64.64.45,00:01:a4:ab:90:d0,none
10.64.64.50,00:1a:4a:56:e8:7d,none
10.64.64.52,00:1a:4a:56:5c:21,none
10.64.64.53,00:01:a4:ab:f0:91,perm_remote
10.64.64.54,00:1a:4a:56:00:ff,none
10.64.64.56,00:01:a4:ab:99:8e,perm_remote
10.64.64.57,00:01:a4:ab:97:38,perm_remote
10.64.64.58,00:01:a4:ab:99:6a,none
10.64.64.59,00:1a:4a:56:5c:1e,perm_remote
10.64.64.60,00:01:a4:ab:90:c8,none
10.64.64.61,00:01:a4:ab:8c:85,perm_remote
10.64.64.63,00:01:a4:ab:8c:82,perm_remote
10.64.64.64,00:01:a4:ab:8c:34,none
10.64.64.65,00:01:a4:ab:94:b2,perm_remote
10.64.64.66,00:01:a4:ab:8c:32,none
10.64.64.67,00:01:a4:ab:8c:88,none
10.64.64.68,00:01:a4:ab:99:58,none
10.64.64.69,00:01:a4:ab:09:83,none
10.64.64.70,00:1a:4a:56:e2:3f,perm_remote
10.64.64.72,00:01:a4:ab:8c:0c,none
10.64.64.73,00:01:a4:ab:8c:22,none
10.64.64.75,00:01:a4:ab:8c:ba,none
10.64.64.76,00:01:a4:ab:97:2f,perm_remote
10.64.64.78,00:01:a4:ab:1a:34,perm_remote
10.64.64.79,00:01:a4:ab:94:e2,perm_remote
10.64.64.82,00:01:a4:ab:f0:96,perm_remote
10.64.64.83,00:01:a4:ab:1a:36,perm_remote
10.64.64.84,00:01:a4:ab:1a:1d,perm_remote
10.64.64.85,00:1a:4a:56:ea:be,none
10.64.64.86,00:01:a4:ab:f0:49,none
10.64.64.88,00:1a:4a:56:c6:a2,none
10.64.64.89,00:01:a4:ab:8c:b9,perm_remote
10.64.64.90,00:01:a4:ab:8c:b8,perm_remote
10.64.64.91,00:01:a4:ab:f0:2b,perm_remote
10.64.64.92,00:01:a4:ab:9b:fb,none
10.64.64.93,00:01:a4:ab:8c:4f,perm_remote
10.64.64.94,00:25:b5:d3:04:0e,none
10.64.64.95,00:01:a4:ab:8c:4e,perm_remote
10.64.64.96,00:01:a4:ab:94:f4,none
10.64.64.97,00:01:a4:ab:97:2d,none
10.64.64.98,00:1a:4a:56:43:7a,none
10.64.64.99,00:01:a4:ab:f0:36,none
10.64.64.100,00:01:a4:ab:98:58,perm_remote
10.64.64.101,00:01:a4:ab:8c:e8,none
10.64.64.102,00:01:a4:ab:94:e3,none
10.64.64.103,00:1a:4a:56:e2:00,none
10.64.64.104,00:01:a4:ab:8f:ea,none
10.64.64.105,00:01:a4:ab:f0:53,perm_remote
10.64.64.106,00:01:a4:ab:94:e4,none
10.64.64.107,00:01:a4:ab:96:45,perm_remote
10.64.64.108,00:1a:4a:56:e8:81,perm_remote
10.64.64.110,00:01:a4:ab:94:d9,none
10.64.64.112,00:1a:4a:56:0d:22,none
10.64.64.113,00:01:a4:ab:f0:35,perm_remote
10.64.64.114,00:1a:4a:56:0d:22,none
10.64.64.115,00:1a:4a:56:0d:20,perm_remote
10.64.64.117,00:1a:4a:56:b0:fb,perm_remote
10.64.64.118,00:01:a4:ab:e9:da,perm_remote
10.64.64.119,00:1a:4a:56:5c:ab,perm_remote
10.64.64.120,00:01:a4:ab:8c:d5,none
10.64.64.122,00:01:a4:ab:8c:d2,none
10.64.64.123,00:1a:4a:56:ea:ba,perm_remote
10.64.64.124,00:01:a4:ab:8c:d3,perm_remote
10.64.64.125,00:1a:4a:56:0d:28,perm_remote
10.64.64.126,00:1a:4a:56:5c:ac,perm_remote
10.64.64.127,00:1a:4a:56:ea:d4,perm_remote
10.64.64.128,00:01:a4:ab:8c:eb,perm_remote
10.64.64.129,00:01:a4:ab:8c:ec,perm_remote
10.64.64.130,00:1a:4a:56:0d:29,perm_remote
10.64.64.131,00:01:a4:ab:94:b8,none
10.64.64.132,00:1a:4a:56:18:3e,none
10.64.64.134,00:01:a4:ab:8c:7e,none
10.64.64.135,00:01:a4:ab:94:b7,none
10.64.64.136,00:01:a4:ab:8c:71,none
10.64.64.138,00:01:a4:ab:97:51,perm_remote
10.64.64.139,00:01:a4:ab:97:30,perm_remote
10.64.64.140,00:1a:4a:56:a4:73,perm_remote
10.64.64.141,00:01:a4:ab:94:ca,perm_remote
10.64.64.142,00:01:a4:ab:97:2e,perm_remote
10.64.64.143,00:01:a4:ab:97:0d,perm_remote
10.64.64.144,00:25:b5:1d:00:bd,none
10.64.64.145,00:1a:4a:56:5c:06,perm_remote
10.64.64.148,00:01:a4:ab:97:33,none
10.64.64.149,00:1a:4a:56:5c:91,perm_remote
10.64.64.151,00:1a:4a:56:5c:92,none
10.64.64.152,00:01:a4:ab:94:e5,none
10.64.64.154,00:01:a4:ab:09:1c,none
10.64.64.155,00:01:a4:ab:97:2b,none
10.64.64.157,00:1a:4a:56:18:51,none
10.64.64.158,00:1a:4a:56:0d:22,none
10.64.64.159,00:1a:4a:56:0d:20,perm_remote
10.64.64.160,00:1a:4a:56:0d:22,none
10.64.64.161,00:01:a4:ab:93:2e,perm_remote
10.64.64.162,00:01:a4:ab:99:68,perm_remote
10.64.64.164,00:1a:4a:56:ea:d7,none
10.64.64.167,00:01:a4:ab:99:1b,none
10.64.64.168,00:01:a4:ab:99:25,perm_remote
10.64.64.169,00:01:a4:ab:99:1c,none
10.64.64.170,00:1a:4a:56:e8:6e,perm_remote
10.64.64.171,00:01:a4:ab:97:9a,perm_remote
10.64.64.172,00:1a:4a:56:ea:d1,none
10.64.64.173,00:01:a4:ab:09:12,perm_remote
10.64.64.174,00:1a:4a:56:5c:aa,perm_remote
10.64.64.175,00:01:a4:ab:99:1e,perm_remote
10.64.64.177,00:01:a4:ab:97:9c,perm_remote
10.64.64.178,00:1a:4a:56:e2:07,none
10.64.64.179,00:1a:4a:56:e8:64,none
